"","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","355 450_50-A","405 450_50-A","405 525_50-A","405 610_20-A","405 660_20-A","405 710_50-A","405 780_60-A","488 530_30-A","488 710_50-A","561 586_15-A","561 610_20-A","561 780_60-A","640 670_14-A","640 730_45-A","640 780_60-A","Time"
"18",65068.94140625,59581,71572.453125,91151.3984375,86395,69144.0234375,256.760009765625,174.839996337891,516.150024414062,1017.41998291016,451.980010986328,996.960021972656,3932.96997070312,2501.73999023438,2183.5400390625,594.75,788.119995117188,589.869995117188,540.470031738281,950.600036621094,647.780029296875,64.532356262207
"19",71772.6015625,65401,71920.7578125,29131.640625,27287,69966.3359375,246.960006713867,489.179992675781,364.559997558594,170.190002441406,57.6599998474121,916.049987792969,6796.43994140625,1792.23999023438,325.940002441406,52.4600028991699,39.6500015258789,159.210006713867,32.8300018310547,504.700012207031,559.090026855469,64.9534454345703
"20",52818.2421875,48353,71588.0390625,20438.759765625,19459,68835.7421875,103.880004882812,4.65000009536743,283.649993896484,245.520004272461,588.690002441406,250.169998168945,71.6100006103516,4426.419921875,123.840003967285,73.2000045776367,61.6100006103516,57.3400001525879,122.5,564.970031738281,210.210006713867,65.1639938354492
"21",63494.22265625,61859,67268.421875,17298.900390625,16977,66778.625,884.940002441406,220.410003662109,349.679992675781,134.850006103516,600.780029296875,314.339996337891,90.2099990844727,4502.10009765625,158.240005493164,102.480003356934,70.1500015258789,43.9200019836426,194.040008544922,415.52001953125,40.1800003051758,65.7956314086914
"22",57155.37890625,53856,69550.9296875,26795.880859375,22290,78783.9765625,192.080001831055,94.8600006103516,273.420013427734,1953.93005371094,1097.40002441406,1936.26000976562,990.450012207031,2610.9599609375,838.5,245.220001220703,632.570007324219,89.0600051879883,341.040008544922,1673.84008789062,623.77001953125,66.1114501953125
"23",57445.4609375,51997,72403.1328125,32994.76171875,30619,70621.0078125,202.860000610352,132.059997558594,264.119995117188,1428.47998046875,1463.82006835938,2208.75,1165.2900390625,4132.30029296875,638.97998046875,178.120010375977,320.860015869141,100.650001525879,235.200012207031,1289.19006347656,373.380004882812,66.2167282104492
"24",55983.22265625,49660,73880.71875,27885.5,25342,72113.6484375,393.960021972656,656.580017089844,525.450012207031,108.809997558594,104.160003662109,834.210021972656,8823.83984375,4423.83984375,384.420013427734,181.169998168945,83.5699996948242,148.230010986328,63.2100028991699,528.710021972656,760.970031738281,66.3219909667969
"25",39382.05859375,33773,76420.296875,16149.9404296875,14547,72757.4453125,392.980010986328,483.600006103516,398.970001220703,358.980010986328,1278.75,988.590026855469,400.830017089844,3471.82006835938,324.220001220703,9.15000057220459,24.4000015258789,121.389999389648,251.860000610352,926.590026855469,310.660003662109,66.4272689819336
"26",56382.08203125,52544,70323.0859375,24970.9609375,23238,70423.3125,160.720001220703,166.470001220703,383.160003662109,93,70.6800003051758,156.240005493164,4072.46997070312,4089.30004882812,275.200012207031,42.0900001525879,49.4099998474121,71.9800033569336,57.8199996948242,985.880004882812,473.830017089844,66.5325393676758
"27",43548.26171875,38944,73284.1640625,12820.0205078125,12043,69764.4140625,81.3400039672852,60.4500007629395,279,299.459991455078,1212.71997070312,1908.35998535156,760.739990234375,2904.21997070312,503.960021972656,7.93000030517578,51.2400016784668,34.1599998474121,392,941.780029296875,318.990020751953,66.6378173828125
"28",50249.69921875,46939,70158.390625,28793.66015625,25821,73080.8828125,306.740020751953,96.7200012207031,305.970001220703,1409.88000488281,1362.44995117188,2086.919921875,1012.77001953125,3132.97998046875,442.899993896484,231.800003051758,398.330017089844,108.580001831055,297.429992675781,1035.36999511719,409.640014648438,66.7430877685547
"29",88589.1015625,87250,66541.8359375,34378.5,33684,66887.2265625,770.280029296875,175.770004272461,383.160003662109,171.119995117188,79.0500030517578,174.839996337891,1463.82006835938,3292.93994140625,294.119995117188,2.44000005722046,-7.93000030517578,95.1600036621094,87.7099990844727,1025.57006835938,387.589996337891,68.0063629150391
"30",35938.1015625,35733,65912.1640625,14703.419921875,14035,68657.1640625,488.040008544922,79.0500030517578,214.830001831055,195.300003051758,411.989990234375,618.450012207031,357.119995117188,1590.14001464844,294.119995117188,74.4199981689453,73.8100051879883,23.7900009155273,136.710006713867,460.110015869141,93.0999984741211,68.743278503418
"31",58186.19921875,55004,69327.515625,32595.720703125,28390,75244.5625,176.400009155273,239.009994506836,312.480010986328,236.220001220703,506.850006103516,969.989990234375,6893.16015625,3145.88012695312,498.800018310547,161.650009155273,100.650001525879,115.900001525879,166.600006103516,525.77001953125,646.799987792969,68.9538192749023
"32",60173.1015625,55848,70611.3828125,21872.380859375,20174,71053.25,294.980010986328,397.110015869141,406.410003662109,89.2799987792969,22.3199996948242,147.869995117188,5985.47998046875,4121.97998046875,236.5,10.3699998855591,14.6400003433228,84.7900009155273,-2.94000005722046,797.230041503906,636.510009765625,69.1643600463867
"33",39075.69921875,33350,76787.5546875,18380.78125,16624,72461.671875,126.42000579834,97.6500015258789,243.660003662109,44.6399993896484,12.0900001525879,253.889999389648,1960.44006347656,2768.34008789062,190.059997558594,12.2000007629395,-13.4200000762939,142.130004882812,34.7900009155273,568.890014648438,367.990020751953,69.3749160766602
"34",22862.30078125,22016,68055.21875,19650.140625,18722,68784.9375,431.200012207031,157.169998168945,292.950012207031,254.820007324219,1077.86999511719,1059.27001953125,597.989990234375,3768.52001953125,342.279998779297,74.4199981689453,4.26999998092651,56.120002746582,227.850006103516,870.730041503906,216.09001159668,69.3749160766602
"35",36937.1015625,33625,71991.3671875,15915.16015625,15111,69023.6171875,176.400009155273,94.8600006103516,162.75,107.879997253418,73.4700012207031,572.880004882812,1295.48999023438,1383.73999023438,258.860015869141,-29.8900012969971,-19.5200004577637,67.0999984741211,31.3600006103516,666.890014648438,339.570007324219,69.4801864624023
"36",62700.94140625,56930,72179.3203125,23362.759765625,21028,72812.5234375,277.339996337891,216.690002441406,358.049987792969,296.670013427734,102.300003051758,862.109985351562,7509.75,2951.52001953125,516,62.2200012207031,13.4200000762939,174.460006713867,49.4900016784668,565.460021972656,619.359985351562,69.6907272338867
"37",45225.83984375,41304,71758.6796875,25815.48046875,23326,72530.3671875,373.380004882812,475.230010986328,409.200012207031,287.369995117188,955.109985351562,1683.30004882812,890.010009765625,2650.52001953125,460.100006103516,52.4600028991699,6.10000038146973,62.2200012207031,372.890014648438,917.77001953125,372.890014648438,69.6907272338867
"38",49771.66015625,45825,71180.265625,25453.419921875,22899,72846.640625,214.620010375977,427.800018310547,314.339996337891,152.520004272461,759.809997558594,1234.10998535156,584.970031738281,2050.23999023438,499.660003662109,95.1600036621094,37.2099990844727,92.1100006103516,239.120010375977,567.419982910156,209.230010986328,70.4276428222656
"39",56711.37890625,51856,71672.265625,20155.8203125,18706,70615.421875,118.580001831055,37.2000007629395,170.190002441406,392.459991455078,769.109985351562,850.950012207031,293.880004882812,1828.35998535156,249.400009155273,39.0400009155273,118.340003967285,40.2600021362305,256.760009765625,521.359985351562,172.480010986328,71.16455078125
"40",54424.0390625,50704,70344.21875,21395.080078125,19186,73081.8359375,215.600006103516,318.989990234375,297.600006103516,31.6200008392334,72.5400009155273,496.619995117188,2417.07006835938,1905.76000976562,217.580001831055,-15.8600006103516,-14.0300006866455,64.0500030517578,71.5400009155273,504.210021972656,402.779998779297,71.2698211669922
"41",72103.3828125,63397,74536.140625,97501.640625,90531,70582.1015625,143.080001831055,76.2600021362305,537.539978027344,351.540008544922,175.770004272461,218.550003051758,1926.9599609375,2870.67993164062,2020.14001464844,534.359985351562,531.919982910156,452.010009765625,346.429992675781,530.179992675781,402.779998779297,71.4803771972656
"42",41632.40234375,37184,73376.21875,16396.759765625,15030,71495.546875,118.580001831055,68.8199996948242,202.740005493164,854.669982910156,884.429992675781,1478.69995117188,587.760009765625,2193.86010742188,368.940002441406,101.870002746582,260.470001220703,106.75,200.900009155273,740.880004882812,208.740005493164,72.0067367553711
"43",38674.62109375,33421,75837.953125,15645.98046875,14443,70994.59375,233.240005493164,303.179992675781,483.600006103516,400.830017089844,1503.81005859375,1317.81005859375,824.910034179688,6788.84033203125,385.279998779297,-27.4500007629395,45.1399993896484,57.9500007629395,411.600006103516,1235.78002929688,402.779998779297,72.1120147705078
"44",41181.7421875,37183,72583.8828125,16163.7001953125,15001,70615.5703125,91.1399993896484,145.080001831055,295.739990234375,824.910034179688,1055.55004882812,2123.18994140625,1117.85998535156,2835.42016601562,573.619995117188,267.179992675781,223.260009765625,90.2799987792969,240.59001159668,1136.31005859375,394.450012207031,72.1120147705078
"45",47019.6015625,41652,73981.484375,20530.78125,18607,72311.7890625,175.419998168945,307.830017089844,381.299987792969,136.710006713867,65.0999984741211,106.950004577637,5169.8701171875,3280.0400390625,105.779998779297,79.9100036621094,7.93000030517578,79.3000030517578,39.6900024414062,568.400024414062,601.230041503906,72.1120147705078
"46",38527.359375,36217,69716.6796875,21697.80078125,19499,72926.1484375,98.9800033569336,117.180000305176,267.839996337891,900.239990234375,1341.98999023438,2150.15991210938,1057.41003417969,2372.73999023438,588.239990234375,86.0100021362305,140.300003051758,57.9500007629395,302.820007324219,1171.09997558594,355.740020751953,72.2172775268555
"47",64510.2421875,58395,72399.0703125,27006.580078125,22873,77379.5859375,411.600006103516,77.1900024414062,257.610015869141,350.610015869141,828.630004882812,602.640014648438,216.690002441406,2517.21997070312,137.600006103516,28.060001373291,107.970001220703,115.900001525879,330.75,728.140014648438,402.290008544922,72.2172775268555
"48",46108.66015625,41500,72813.90625,20853.28125,19470,70192.125,146.020004272461,106.020004272461,269.700012207031,368.279998779297,919.77001953125,538.470031738281,138.570007324219,3703.16015625,273.480010986328,32.9400024414062,51.8500022888184,49.4099998474121,296.450012207031,850.150024414062,279.790008544922,72.5331039428711
"49",54710.421875,51556,69545.78125,14859.9404296875,14114,68999.65625,72.5200042724609,73.4700012207031,151.589996337891,184.139999389648,561.720031738281,979.289978027344,484.529998779297,2640.19995117188,496.220001220703,157.380004882812,84.1800003051758,22.5699996948242,217.559997558594,823.690002441406,185.710006713867,72.6383743286133
"50",60649.66015625,41196,96483.546875,104932.0390625,89226,77072,174.440002441406,166.470001220703,572.880004882812,969.059997558594,1520.55004882812,1796.76000976562,1196.91003417969,3864.84008789062,2272.97998046875,648.429992675781,520.330017089844,406.869995117188,814.869995117188,1621.41003417969,769.299987792969,72.8489151000977
"51",47466.5625,42321,73504.1328125,22828.701171875,20311,73659.6796875,243.040008544922,491.970001220703,438.029998779297,25.1100006103516,79.0500030517578,611.940002441406,5194.97998046875,4105.64013671875,406.779998779297,-28.060001373291,-25.6200008392334,65.8800048828125,77.9100036621094,703.640014648438,534.100036621094,72.8489151000977
"52",69434.203125,64457,70596.515625,33644.921875,30255,72878.9765625,154.839996337891,72.5400009155273,211.110000610352,345.029998779297,967.200012207031,1313.16003417969,555.210021972656,1363.96008300781,459.240020751953,87.2300033569336,83.5699996948242,102.480003356934,198.940002441406,767.340026855469,191.100006103516,73.4805679321289
"53",46119.76171875,41694,72492.5625,25678.740234375,23160,72663.2890625,292.040008544922,428.730010986328,297.600006103516,234.360000610352,812.820007324219,1088.09997558594,499.410003662109,1687.32006835938,645,31.1100006103516,46.3600006103516,-12.2000007629395,150.919998168945,567.419982910156,202.370010375977,73.6911087036133
"54",50888.3203125,47284,70531.6171875,27645.560546875,25103,72173.8203125,646.799987792969,78.120002746582,355.260009765625,1674,1039.73999023438,1095.5400390625,463.140014648438,2704.69995117188,399.040008544922,186.660003662109,327.570007324219,44.5300025939941,227.360000610352,1018.71002197266,339.570007324219,73.7963714599609
"55",38778.9609375,36440,69742.5390625,22817.51953125,20318,73598.2421875,446.880004882812,1059.27001953125,576.599975585938,454.769989013672,1277.82006835938,1399.65002441406,782.130004882812,4830.6201171875,535.780029296875,-28.060001373291,65.8800048828125,90.8899993896484,361.130004882812,803.109985351562,270.970001220703,73.7963714599609
"56",82917,78351,69355.1875,26438.98046875,23837,72689.7265625,197.960006713867,167.399993896484,177.630004882812,93.9300003051758,46.5,350.610015869141,4077.1201171875,1302.90002441406,362.059997558594,43.9200019836426,78.0800018310547,95.1600036621094,87.7099990844727,336.140014648438,333.200012207031,74.1122055053711
"57",42747.58203125,41148,68083.640625,22128.66015625,21306,68066.453125,696.780029296875,117.180000305176,311.549987792969,69.75,44.6399993896484,103.230003356934,2795.580078125,4218.30029296875,155.660003662109,93.3300018310547,33.5499992370605,92.1100006103516,33.3199996948242,390.040008544922,423.850006103516,74.7438354492188
"58",62356.83984375,51574,79237.953125,26289.33984375,18900,91158.6328125,666.400024414062,144.149993896484,580.320007324219,403.619995117188,926.280029296875,452.910003662109,286.440002441406,6653.8203125,293.260009765625,63.4400024414062,62.2200012207031,104.310005187988,272.929992675781,882,307.720001220703,74.8491058349609
"59",66187.8203125,62349,69571.046875,27266.30078125,25667,69619.5234375,245.980010986328,267.839996337891,445.470001220703,56.7299995422363,0.930000007152557,91.1399993896484,5688.81005859375,5134.2001953125,223.600006103516,110.410003662109,101.870002746582,97.6000061035156,23.0300006866455,391.510009765625,487.550018310547,74.8491058349609
"60",64426.62109375,49540,85229.375,90667.21875,78118,76063.9921875,779.100036621094,91.1399993896484,471.510009765625,1242.47998046875,677.970031738281,1045.32006835938,653.789978027344,1906.61999511719,2045.94006347656,772.260009765625,789.340026855469,474.580017089844,525.77001953125,1053.5,355.25,75.0596618652344
"61",46209.30078125,43524,69579.3828125,25495.560546875,22674,73691.3203125,196,120.900001525879,251.100006103516,1511.25,1606.10998535156,2710.02001953125,1355.01000976562,1503.28002929688,677.679992675781,392.230010986328,497.150024414062,52.4600028991699,312.619995117188,1132.88000488281,367.990020751953,76.3229293823242
"62",44158.76171875,40036,72284.65625,20282.240234375,18207,73005.828125,180.320007324219,257.610015869141,376.649993896484,199.020004272461,51.1500015258789,173.910003662109,5076.8701171875,4128,178.880004882812,17.0799999237061,24.4000015258789,152.5,18.6200008392334,1027.53002929688,654.640014648438,76.6387557983398
"63",45754.19921875,41384,72456.671875,13973.2802734375,12926,70845.8125,137.199996948242,93,204.600006103516,328.290008544922,746.789978027344,426.869995117188,170.190002441406,2692.66015625,136.740005493164,43.310001373291,76.8600006103516,96.9900054931641,184.730010986328,686.980041503906,210.699996948242,76.6387557983398
"64",66847.8984375,61954,70712.8515625,31443.3203125,26400,78055.6640625,383.179992675781,387.809997558594,438.029998779297,427.800018310547,991.380004882812,824.910034179688,292.950012207031,2660.84008789062,305.300018310547,106.139999389648,43.9200019836426,54.9000015258789,326.830017089844,450.800018310547,116.130004882812,76.6387557983398
"65",40470.6015625,35360,75007.953125,27630.94140625,24315,74473.4296875,227.360000610352,97.6500015258789,200.880004882812,1568.91003417969,361.769989013672,798.869995117188,1604.25,1830.080078125,266.600006103516,161.650009155273,322.690002441406,87.2300033569336,54.3899993896484,651.700012207031,303.309997558594,76.9545669555664
"66",50142.40234375,45866,71646.375,28936.419921875,25004,75842.9609375,208.740005493164,122.76000213623,298.529998779297,145.080001831055,14.8800001144409,469.649993896484,3472.6201171875,2176.66015625,294.980010986328,45.1399993896484,29.2800006866455,151.889999389648,62.2299995422363,516.460021972656,373.380004882812,77.3756637573242
"67",40186.44140625,39125,67313.9609375,28025.6796875,26051,70503.6640625,731.080017089844,174.839996337891,365.489990234375,291.089996337891,567.299987792969,332.940002441406,137.639999389648,4196.80029296875,176.300003051758,40.2600021362305,63.4400024414062,25.6200008392334,120.050003051758,606.130004882812,293.02001953125,78.0073013305664
"68",37455.1015625,33337,73631.625,19173.701171875,17531,71676.90625,284.200012207031,28.8299999237061,226.919998168945,376.649993896484,592.410034179688,349.679992675781,144.149993896484,2760.60009765625,71.3800048828125,-26.8400001525879,41.4799995422363,50.0200004577637,182.279998779297,606.130004882812,265.089996337891,78.2178497314453
"69",55545.140625,52280,69629.0390625,24725.861328125,22718,71328.203125,667.380004882812,931.859985351562,491.970001220703,462.209991455078,1381.05004882812,1674.93005371094,767.25,3140.71997070312,430,3.05000019073486,31.1100006103516,52.4600028991699,412.580017089844,1122.09997558594,349.369995117188,78.5336608886719
"70",63333.640625,60721,68355.8125,27823.580078125,25895,70416.921875,722.260009765625,249.240005493164,283.649993896484,112.529998779297,61.3800010681152,92.0699996948242,2668.169921875,2923.14013671875,130.720001220703,27.4500007629395,-60.3900032043457,67.0999984741211,64.1900024414062,833.489990234375,527.72998046875,78.5336608886719
"71",62205.140625,56882,71669.0078125,21156,19552,70912.4140625,183.260009765625,224.130004882812,232.5,295.739990234375,769.109985351562,760.739990234375,320.850006103516,3137.28002929688,270.040008544922,121.389999389648,84.7900009155273,67.7099990844727,182.770004272461,504.210021972656,98.9800033569336,79.4811172485352
"72",28871.83984375,24724,76530.6953125,24121.28125,21055,75080.1328125,117.600006103516,172.979995727539,311.549987792969,698.429992675781,1850.70007324219,3188.0400390625,1631.21997070312,3287.78002929688,938.260009765625,1657.97998046875,732,111.020004272461,416.010009765625,1483.22998046875,537.530029296875,79.7969436645508
"73",100834.625,93273,70848.984375,35115.51953125,32687,70405.0859375,1042.71997070312,296.670013427734,385.019989013672,189.720001220703,913.260009765625,1172.72998046875,522.660034179688,1971.97998046875,387.860015869141,67.0999984741211,114.680000305176,42.7000007629395,280.279998779297,760.480041503906,208.740005493164,80.1127548217773
"74",62549.2421875,58537,70027.9765625,23541.640625,21611,71390.7265625,116.620002746582,142.290008544922,329.220001220703,-18.6000003814697,27.8999996185303,106.950004577637,3410.31005859375,5811.8798828125,210.699996948242,-33.5499992370605,22.5699996948242,17.0799999237061,74.9700012207031,126.910003662109,344.960021972656,80.1127548217773
"75",74670.4375,66848,73204.90625,39310.6015625,36642,70308.9296875,218.540008544922,101.370002746582,239.009994506836,347.820007324219,1074.15002441406,1263.86999511719,516.150024414062,2063.14013671875,393.02001953125,29.8900012969971,-3.66000008583069,34.7700004577637,401.800018310547,749.700012207031,153.370010375977,80.3233108520508
"76",47595.3203125,43038,72475.640625,24614.919921875,21852,73822.2265625,111.720001220703,29.7600002288818,208.320007324219,428.730010986328,927.210021972656,1536.35998535156,623.099975585938,1961.66003417969,325.940002441406,288.529998779297,83.5699996948242,49.4099998474121,258.230010986328,599.27001953125,138.18000793457,80.7443923950195
"77",74213.859375,55120,88238.0234375,90929.5234375,72603,82078.6640625,264.600006103516,122.76000213623,509.640014648438,1260.15002441406,1436.84997558594,2612.3701171875,1648.89001464844,2491.419921875,2156.02001953125,690.52001953125,848.510009765625,563.640014648438,636.02001953125,1727.73999023438,1119.16003417969,81.2707595825195
"78",60927.90234375,56990,70064.421875,35806.9609375,29416,79774.4453125,360.640014648438,605.429992675781,376.649993896484,347.820007324219,820.260009765625,1389.42004394531,748.650024414062,1597.88000488281,534.059997558594,45.75,31.1100006103516,68.9300003051758,197.960006713867,912.869995117188,387.100006103516,81.9024047851562
"79",54302.6796875,46985,75742.90625,22147.580078125,20743,69973.671875,178.360000610352,146.940002441406,256.679992675781,86.4899978637695,12.0900001525879,614.72998046875,3551.669921875,3675.64013671875,380.119995117188,-21.9600009918213,12.2000007629395,55.5100021362305,56.3500022888184,892.780029296875,552.22998046875,82.2182159423828
"80",63464.62109375,59032,70457,25132.640625,23062,71420.1953125,197.960006713867,89.2799987792969,197.160003662109,69.75,71.6100006103516,114.389999389648,3328.46997070312,2173.21997070312,175.440002441406,50.6300010681152,56.120002746582,162.870010375977,-1.96000003814697,195.510009765625,295.470001220703,82.6393127441406
"81",40697.0390625,37618,70900.140625,23878.759765625,21188,73858.71875,256.760009765625,263.190002441406,350.610015869141,358.049987792969,143.220001220703,1946.48999023438,9729.66015625,1632.28002929688,405.920013427734,123.830001831055,134.809997558594,237.290008544922,13.2300004959106,972.650024414062,959.910034179688,82.9551391601562
"82",37695.6015625,33647,73421.671875,12097.6201171875,11102,71413.2265625,206.779998779297,380.369995117188,288.299987792969,362.700012207031,1062.06005859375,1079.72998046875,460.350006103516,3432.26000976562,182.320007324219,228.75,112.850006103516,76.8600006103516,240.100006103516,829.080017089844,337.119995117188,82.9551391601562
"83",37962,36433,68286.375,13421.16015625,12183,72196.4375,68.5999984741211,63.2400016784668,246.449996948242,250.169998168945,813.75,355.260009765625,176.699996948242,6641.7802734375,93.7399978637695,-20.1300010681152,-9.76000022888184,15.25,224.419998168945,677.669982910156,212.660003662109,83.2709503173828
"84",50803.21875,46089,72239.359375,24146.220703125,21823,72512.796875,196,140.43000793457,178.559997558594,3456.81005859375,1813.5,2689.56005859375,1088.09997558594,1046.61999511719,839.359985351562,438.589996337891,967.460021972656,186.660003662109,334.670013427734,1442.07006835938,559.580017089844,83.2709503173828
"85",36832.01953125,33561,71923.46875,10322.580078125,9295,72781.1328125,88.2000045776367,163.68000793457,192.509994506836,80.9100036621094,48.3600006103516,174.839996337891,4463.06982421875,1913.5,98.0400009155273,-32.9400024414062,2.44000005722046,65.2700042724609,33.810001373291,524.7900390625,472.360015869141,83.376220703125
"86",57001.4609375,46239,80789.9765625,34388.8203125,31613,71290.46875,480.200012207031,243.660003662109,299.459991455078,377.580017089844,1341.06005859375,1531.7099609375,748.650024414062,1902.32006835938,474.720001220703,78.6900024414062,54.2900009155273,115.900001525879,366.029998779297,890.820007324219,210.210006713867,84.0078659057617
"87",55606.5625,50608,72009,18015.28125,16470,71684.8515625,247.940002441406,373.860015869141,433.380004882812,358.049987792969,950.460021972656,563.580017089844,112.529998779297,6173.93994140625,165.979995727539,47.5800018310547,50.6300010681152,88.4500045776367,353.290008544922,1177.96008300781,347.410003662109,84.3236770629883
"88",39254.78125,31777,80957.96875,52122.01953125,42535,80307.2421875,527.239990234375,340.380004882812,387.809997558594,518.010009765625,1004.40002441406,1629.35998535156,672.390014648438,1964.23999023438,597.700012207031,100.650001525879,92.7200012207031,99.4300003051758,419.440002441406,1125.0400390625,245.490005493164,84.3236770629883
"89",49835.30078125,46653,70006.359375,14982.060546875,14107,69601.21875,98.9800033569336,32.5499992370605,269.700012207031,232.5,622.169982910156,432.450012207031,91.1399993896484,6451.72021484375,232.199996948242,-40.2600021362305,31.1100006103516,50.6300010681152,176.400009155273,528.220031738281,110.740005493164,84.6395034790039
"90",36958.55859375,34721,69759.390625,57112.6015625,51562,72590.890625,811.440002441406,328.290008544922,538.470031738281,448.260009765625,1204.34997558594,1181.09997558594,588.690002441406,3581.0400390625,509.119995117188,104.92000579834,20.7399997711182,29.8900012969971,342.510009765625,1127.97998046875,281.75,84.6395034790039
